,categories,customer_rating,duration,id,level,marker,name,name_suffix,original_name,parent_ids,perex,quadkey,rating,rating_local,star_rating,star_rating_unofficial,thumbnail_url,url,lat,lng,sleeping,sightseeing,relaxing,discovering,going_out,eating,doing_sports,shopping,hiking,traveling,playing,south,west,north,east
124,['shopping'],,5400,poi:34991,poi,shopping:centre:mall,Manhattan Mall,"New York City, USA",Manhattan Mall,"['poi:28018843', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Do you like shopping and browsing in stores? This is the right place for you where you can buy fashionable clothing as well as souvenirs.,032010110132023230103,0.213250568637,0.09612951459523615,,,https://media-cdn.sygictraveldata.com/media/poi:34991,https://go.sygic.com/travel/place?id=poi:34991,40.7491509,-73.9892801,0,0,0,0,0,0,0,1,0,0,0,40.7486464,-73.9900856,40.7496566,-73.9884734
125,['eating'],,3600,poi:57759,poi,eating:restaurant:fastfood:hotdogs,Shake Shack,"New York City, USA",Shake Shack,"['poi:28012236', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","People love Shake Shack because of delicious burgers, fries and hotdogs.",032010110130232233313,0.19474219166886,0.14789551578769308,,,https://media-cdn.sygictraveldata.com/media/poi:57759,https://go.sygic.com/travel/place?id=poi:57759,40.7808585,-73.9765071,0,0,0,0,0,1,0,0,0,0,0,,,,
126,"['eating', 'going_out', 'discovering']",,7200,poi:44597,poi,going_out:pub,Brooklyn Brewery,"New York City, USA",Brooklyn Brewery,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","If you are a beer person, this is where you should come and taste the Brooklyn Lager.",032010110132322001331,0.19218785984376,0.19288766727825493,,,https://media-cdn.sygictraveldata.com/media/poi:44597,https://go.sygic.com/travel/place?id=poi:44597,40.7214423,-73.9573563,0,0,0,1,1,1,0,0,0,0,0,,,,
127,['shopping'],,2700,poi:36770,poi,shopping:centre:district,Flight Club NY,"New York City, USA",Flight Club NY,"['poi:28026565', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","This shoe store is huge - and its interior design is quite something, too.",032010110132203221011,0.18851772426208,0.07506863570325814,,,https://media-cdn.sygictraveldata.com/media/poi:36770,https://go.sygic.com/travel/place?id=poi:36770,40.732609,-73.990873,0,0,0,0,0,0,0,1,0,0,0,,,,
128,['going_out'],,9000,poi:11892,poi,discovering:theatre,Apollo Theater,"New York City, USA",Apollo Theater,"['poi:28011365', 'poi:28010251', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The  Apollo Theater is a music hall located at 253 West 125th Street between Adam Clayton Powell Jr.,032010110130300133210,0.18671294696046,0.3418799012055171,,,https://media-cdn.sygictraveldata.com/media/poi:11892,https://go.sygic.com/travel/place?id=poi:11892,40.8101518,-73.9498625,0,0,0,0,1,0,0,0,0,0,0,40.8098587,-73.9502112,40.8103996,-73.9495114
129,['eating'],,1800,poi:34983,poi,shopping:ice_cream,The Original Chinatown Ice Cream Factory,"New York City, USA",The Original Chinatown Ice Cream Factory,"['poi:17615946', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Ever tasted the Zen Butter ice cream flavour? If not, then consider visiting this place.",032010110132222320203,0.18618342733963,0.08148902826338163,,,https://media-cdn.sygictraveldata.com/media/poi:34983,https://go.sygic.com/travel/place?id=poi:34983,40.7153502,-73.9980769,0,0,0,0,0,1,0,0,0,0,0,,,,
130,"['eating', 'going_out']",,7200,poi:44594,poi,eating:cafe,Top of the strand,"New York City, USA",Top of the strand,"['hotel:59688', 'poi:32108808', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you want to enjoy a spectacular view of New York skyline and the lit up skyscrapers, come to this spectacular café with a retractable…",032010110132023301113,0.18417959222225,0.08302484214619582,,,https://media-cdn.sygictraveldata.com/media/poi:44594,https://go.sygic.com/travel/place?id=poi:44594,40.7512625,-73.9848169,0,0,0,0,1,1,0,0,0,0,0,,,,
131,['shopping'],,5400,poi:24648,poi,shopping:centre:district,Barneys New York,"New York City, USA",Barneys New York,"['poi:28038862', 'poi:28038700', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Looking for a Saint Laurent necktie? Louboutin handbag? Or Prada boots?,032010110132012333113,0.18305060435817,0.09029126640145337,,,https://media-cdn.sygictraveldata.com/media/poi:24648,https://go.sygic.com/travel/place?id=poi:24648,40.7647513,-73.9709644,0,0,0,0,0,0,0,1,0,0,0,,,,
132,['sightseeing'],,900,poi:57502,poi,sightseeing:architecture:modern,McGraw-Hill Waterfall Tunnel,"New York City, USA",McGraw-Hill Waterfall Tunnel,"['city:10716', 'region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43']","On the western part of the McGraw-Hill Building, there is a hidden gem for all lovers of architecture.",032010110132021311130,0.18137431948989,0.08104517076143035,,,https://media-cdn.sygictraveldata.com/media/poi:57502,https://go.sygic.com/travel/place?id=poi:57502,40.7593952,-73.9822769,0,1,0,0,0,0,0,0,0,0,0,,,,
133,['sightseeing'],,900,poi:44624,poi,other:building:bridge:suspension,Williamsburg Bridge,"New York City, USA",Williamsburg Bridge,"['city:186', 'region:106', 'country:43', 'continent:6']",The Williamsburg Bridge is a suspension bridge in New York City across the East River connecting the Lower East Side of Manhattan at…,032010110310010110103,0.17976901045367,0.15344530483026864,,,https://media-cdn.sygictraveldata.com/media/poi:44624,https://go.sygic.com/travel/place?id=poi:44624,40.7137918,-73.9728222,0,1,0,0,0,0,0,0,0,0,0,40.7102942,-73.9842919,40.717416,-73.9617286
134,['traveling'],,900,poi:51041,poi,traveling:station:train,Pennsylvania Station,"New York City, USA",Pennsylvania Station,"['poi:28018843', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Pennsylvania Station, also known as New York Penn Station or Penn Station, is the main intercity railroad station in New York City.",032010110132022313110,0.17734084291434,0.07112884617369017,,,https://media-cdn.sygictraveldata.com/media/poi:51041,https://go.sygic.com/travel/place?id=poi:51041,40.7503695,-73.9931425,0,0,0,0,0,0,0,0,0,1,0,40.7494417,-73.9944446,40.7511609,-73.9916588
135,"['shopping', 'playing']",,3600,poi:591914,poi,shopping:centre:district,Disney Store,"New York City, USA",Disney Store,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","As Disney teaches us - ""A dream is a wish your heart makes"" - come fulfill your dreams and wishes to this beautiful store full of Disney…",032010110132021303123,0.17678644945189,0.07090648697734106,,,https://media-cdn.sygictraveldata.com/media/poi:591914,https://go.sygic.com/travel/place?id=poi:591914,40.7583049,-73.9850531,0,0,0,0,0,0,0,1,0,0,1,,,,
136,['sightseeing'],,900,poi:34984,poi,sightseeing:library,New York University,"New York City, USA",New York University,"['poi:32867515', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",New York University is a private research university spread throughout the world.,032010110132220100330,0.17361820927856,0.07073637116304221,,,https://media-cdn.sygictraveldata.com/media/poi:34984,https://go.sygic.com/travel/place?id=poi:34984,40.7297155,-73.9973461,0,1,0,0,0,0,0,0,0,0,0,40.7258655,-74.0013399,40.73286,-73.9934042
137,"['sightseeing', 'discovering']",,9000,poi:11954,poi,sightseeing:architecture:modern,Whitney Museum of American Art,"New York City, USA",Whitney Museum of American Art,"['poi:32279898', 'poi:28007489', 'city:10711', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Contemporary American art at its finest. The museum features both famous and unknown names.,032010110123311322030,0.17223635579201,0.08067362033991013,,,https://media-cdn.sygictraveldata.com/media/poi:11954,https://go.sygic.com/travel/place?id=poi:11954,40.739616,-74.0089658,0,1,0,1,0,0,0,0,0,0,0,40.739445,-74.0094549,40.739821,-74.0084222
138,['shopping'],,7200,poi:57503,poi,shopping:electronics,B&H Photo Video,"New York City, USA",B&H Photo Video,"['poi:28018843', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you seek anything related to cameras, video recorders, taking pictures and making videos, this is the place for you.",032010110132022121121,0.17166906375835,0.07186504459729225,,,https://media-cdn.sygictraveldata.com/media/poi:57503,https://go.sygic.com/travel/place?id=poi:57503,40.7531288,-73.9961374,0,0,0,0,0,0,0,1,0,0,0,,,,
139,"['sightseeing', 'shopping']",,3600,poi:58033,poi,sightseeing:architecture:modern,Meatpacking District,"New York City, USA",Meatpacking District,"['poi:32279898', 'poi:28007489', 'city:10711', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you're looking for some fun - bars, restaurants, cafés and generally places for some socialising, this is where you should head.",032010110123311321011,0.16627154525618,0.08242301600709816,,,https://media-cdn.sygictraveldata.com/media/poi:58033,https://go.sygic.com/travel/place?id=poi:58033,40.7409502,-74.0075114,0,1,0,0,0,0,0,1,0,0,0,,,,
140,"['eating', 'shopping']",,1800,poi:28013,poi,shopping:market:food,Union Square Green Market,"New York City, USA",Union Square Green Market,"['poi:34988', 'poi:32280873', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Operating since 1976, one of the best farmer's markets in the world now caters to more than 60,000 shoppers on peak days.",032010110132203030012,0.16291159568259,0.06909891632119644,,,https://media-cdn.sygictraveldata.com/media/poi:28013,https://go.sygic.com/travel/place?id=poi:28013,40.7366628,-73.9896696,0,0,0,0,0,1,0,1,0,0,0,,,,
141,['traveling'],,300,poi:18959724,poi,traveling:station:bus:stop,Penn Station,"New York City, USA",Penn Station,"['poi:32280879', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132022133102,0.16188234384918,0.06907874042096798,,,https://media-cdn.sygictraveldata.com/media/poi:18959724,https://go.sygic.com/travel/place?id=poi:18959724,40.752218,-73.9934397,0,0,0,0,0,0,0,0,0,1,0,,,,
142,['sightseeing'],,900,poi:18159,poi,sightseeing:architecture,U.S. Custom House,"New York City, USA",U.S. Custom House,"['region:46071', 'city:186', 'region:106', 'country:43']",The Alexander Hamilton U.S. Custom House is a building in New York City built in 1902–07 by the federal government to house the duty…,032010110301113002112,0.16104781977687,0.08741279757297021,,,https://media-cdn.sygictraveldata.com/media/poi:18159,https://go.sygic.com/travel/place?id=poi:18159,40.70444,-74.013723,0,1,0,0,0,0,0,0,0,0,0,,,,
143,"['shopping', 'sightseeing', 'relaxing']",,3600,poi:57824,poi,relaxing:park,Stone Street Historic District,"New York City, USA",Stone Street Historic District,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Stone Street is a short street in Manhattan's Financial District. It originally ran from Broad Street to Hanover Square, but was divided…",032010110301113013030,0.15988447457307,0.0799907611508915,,,https://media-cdn.sygictraveldata.com/media/poi:57824,https://go.sygic.com/travel/place?id=poi:57824,40.7042692,-74.0104175,0,1,1,0,0,0,0,1,0,0,0,,,,
144,['sightseeing'],,900,poi:16140,poi,sightseeing:architecture:modern,MetLife Building,"New York City, USA",MetLife Building,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The MetLife Building is a 59-story skyscraper at 200 Park Avenue at East 45th Street above Grand Central Terminal in Midtown Manhattan, New…",032010110132032013332,0.15832668190494,0.0737721266186555,,,https://media-cdn.sygictraveldata.com/media/poi:16140,https://go.sygic.com/travel/place?id=poi:16140,40.7535133,-73.9766531,0,1,0,0,0,0,0,0,0,0,0,40.7528885,-73.9773935,40.7541478,-73.9758674
145,"['playing', 'doing_sports']",,14400,poi:11912,poi,playing:park:theme:rollercoaster,Luna Park,"New York City, USA",Luna Park,"['poi:32283', 'poi:28037370', 'region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","An old amusement park, recently rebuilt. Now, there are many exciting rides and the place is a superb destination for the whole family.",032010110330010212322,0.15719106301688,0.7859553150844,,,https://media-cdn.sygictraveldata.com/media/poi:11912,https://go.sygic.com/travel/place?id=poi:11912,40.574401,-73.97849,0,0,0,0,0,0,1,0,0,0,1,40.5734219,-73.9789463,40.5753347,-73.9780267
146,['traveling'],,900,poi:19026605,poi,traveling:station:train,14th Street–Union Square,"New York City, USA",14th Street–Union Square,"['poi:28026565', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","14th Street–Union Square is a New York City Subway station complex shared by the BMT Broadway Line, the BMT Canarsie Line and the IRT…",032010110132203201100,0.15474559052962,0.0656353070895803,,,https://media-cdn.sygictraveldata.com/media/poi:19026605,https://go.sygic.com/travel/place?id=poi:19026605,40.7347664,-73.9907362,0,0,0,0,0,0,0,0,0,1,0,,,,
147,"['sightseeing', 'doing_sports']",,3600,poi:57600,poi,sightseeing:lighthouse,Chelsea Piers,"New York City, USA",Chelsea Piers,"['poi:28018843', 'city:10711', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Originally a ship terminal, this huge complex  now contains number of sport and entertaining areas, a lighthouse, spas...",032010110123311011310,0.15099707583248,0.07072537451301096,,,https://media-cdn.sygictraveldata.com/media/poi:57600,https://go.sygic.com/travel/place?id=poi:57600,40.7467107,-74.0095766,0,1,0,0,0,0,1,0,0,0,0,40.744878,-74.0117819,40.7485989,-74.0080492
148,['sightseeing'],,1800,poi:44620,poi,sightseeing:monument,The Unisphere (Globe),"New York City, USA",The Unisphere (Globe),"['poi:2433098', 'poi:11918', 'region:24620', 'city:186', 'region:106', 'country:43', 'continent:6']","The Unisphere is a spherical stainless steel representation of the Earth, located in Flushing Meadows–Corona Park in the borough of Queens,…",032010110133310011321,0.14784337812459,0.73921689062295,,,https://media-cdn.sygictraveldata.com/media/poi:44620,https://go.sygic.com/travel/place?id=poi:44620,40.7464175,-73.8450551,0,1,0,0,0,0,0,0,0,0,0,,,,
149,"['eating', 'shopping']",,7200,poi:57507,poi,shopping:market:food,Smorgasburg,"New York City, USA",Smorgasborg,"['poi:38175', 'region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']",Try this food market where you can find vendors from the whole NYC serving their specialities.,032010110132233110231,0.14772699732049,0.08293834659737828,,,https://media-cdn.sygictraveldata.com/media/poi:57507,https://go.sygic.com/travel/place?id=poi:57507,40.7214523,-73.9621249,0,0,0,0,0,1,0,1,0,0,0,,,,
150,"['eating', 'shopping']",,1800,poi:24205,poi,eating:sweets:donuts,Doughnut Plant,"New York City, USA",The Doughnut Plant,"['poi:28030048', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Get freshly made Peanut Butter & Jelly, Carrot Cake, Crème Brulée, Blackout, and Strawberry doughnuts, to name a few.",032010110132223213203,0.14715856391942,0.06440857033184369,,,https://media-cdn.sygictraveldata.com/media/poi:24205,https://go.sygic.com/travel/place?id=poi:24205,40.7163413,-73.9885359,0,0,0,0,0,1,0,1,0,0,0,,,,
151,['traveling'],,900,poi:24685654,poi,traveling:station:train,Fulton Street,"New York City, USA",Fulton Street,"['region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Fulton Street is a New York City Subway station complex in Lower Manhattan.,032010110301111310020,0.14688413515362,0.08355524890819614,,,https://media-cdn.sygictraveldata.com/media/poi:24685654,https://go.sygic.com/travel/place?id=poi:24685654,40.7095086,-74.0065258,0,0,0,0,0,0,0,0,0,1,0,,,,
